Brand,Model,Year,KM_Driven,Fuel_Type,Transmission,Owner,Engine_CC,Mileage_kmpl,Current_Market_Price,Selling_Price
Mahindra,XUV300,2014,75603,Diesel,Automatic,2,2236,14.8,1813031,1222496
Tata,Nexon,2015,50408,Diesel,Automatic,1,2418,15.5,1594161,1149025
Maruti,Dzire,2019,67760,Petrol,Automatic,2,1035,13.1,1362114,1096310
Mahindra,XUV300,2023,52026,Diesel,Manual,1,1731,20.3,832483,663993
Kia,Seltos,2022,40370,Petrol,Automatic,2,2394,16.1,1022228,855205
Tata,Nexon,2020,41033,Petrol,Manual,2,1055,24.8,1130894,945778
Tata,Altroz,2012,135749,Petrol,Automatic,2,2471,12.8,1106042,277936
Tata,Altroz,2015,73345,Diesel,Automatic,1,1895,13.1,701279,284209
Ford,Figo,2015,19430,Diesel,Automatic,3,1818,24.4,1534050,1076490
Tata,Nexon,2020,68929,Diesel,Manual,1,899,17.1,1705542,1333494
Hyundai,i20,2021,80567,Diesel,Manual,3,2071,13.5,1777731,1493837
Honda,City,2018,61859,Diesel,Automatic,0,1347,12.1,1214034,912292
Hyundai,i20,2017,28539,Diesel,Automatic,2,1098,19.1,1062722,724276
Hyundai,Creta,2017,50007,Petrol,Manual,3,1143,24.6,1232583,938073
Toyota,Innova,2021,112954,Diesel,Manual,3,1911,12.4,1180701,768509
Tata,Altroz,2018,141811,Petrol,Manual,1,2057,14.6,1182085,564542
Kia,Sonet,2021,18007,Diesel,Automatic,3,1810,15.2,718203,568009
Ford,Figo,2014,68271,Diesel,Automatic,0,1445,17.8,1312994,806742
Tata,Nexon,2020,99926,Petrol,Manual,2,1446,16.8,1519279,1096862
Maruti,Dzire,2019,66928,Diesel,Manual,2,1166,22.8,819034,478034
Mahindra,Scorpio,2022,6279,Diesel,Automatic,3,1620,23.5,1065187,916510
Toyota,Innova,2020,49259,Diesel,Manual,2,804,15.3,760217,542674
Kia,Sonet,2018,128853,Diesel,Manual,3,1667,18.5,561427,162279
Mahindra,Scorpio,2019,49900,Petrol,Manual,2,817,14.7,739812,450730
Toyota,Glanza,2021,45272,Diesel,Manual,0,1873,21.6,877915,681407
Mahindra,Scorpio,2012,59134,Diesel,Manual,2,1373,17.2,1587324,1021934
Honda,Amaze,2023,121441,Diesel,Manual,3,1559,18.0,856265,536593
Ford,Figo,2019,123005,Petrol,Automatic,1,1894,22.7,1072172,697858
Maruti,Swift,2021,32564,Diesel,Manual,0,2131,18.7,1740472,1495328
Tata,Altroz,2017,39408,Diesel,Automatic,1,1945,21.9,676375,421767
Maruti,Swift,2021,9425,Petrol,Automatic,0,2497,13.1,1004992,820986
Toyota,Glanza,2016,95389,Petrol,Automatic,2,837,15.9,730557,270355
Hyundai,i20,2022,131117,Diesel,Manual,1,1390,16.9,1759967,1427221
Maruti,Dzire,2012,51862,Diesel,Manual,0,1567,18.0,1603507,959906
Maruti,Dzire,2020,30565,Petrol,Manual,0,913,23.2,1029602,846672
Maruti,Swift,2015,57338,Diesel,Automatic,3,1096,24.2,1351307,935291
Kia,Seltos,2020,145192,Diesel,Automatic,0,997,13.3,775297,266008
Toyota,Glanza,2013,108766,Diesel,Manual,2,1224,18.3,1797841,1018073
Maruti,Baleno,2013,63919,Petrol,Automatic,1,1882,22.4,1779763,1131497
Maruti,Swift,2014,108491,Diesel,Manual,3,2443,18.8,1084460,427973
Maruti,Swift,2019,15775,Diesel,Manual,2,1549,22.2,1631703,1452409
Honda,City,2017,68476,Diesel,Automatic,2,974,21.2,1094114,780322
Honda,City,2017,47146,Petrol,Manual,0,1819,20.2,1754094,1485922
Hyundai,i20,2014,115727,Diesel,Manual,3,1070,22.8,587235,100000
Tata,Altroz,2023,99503,Diesel,Automatic,3,1329,24.0,578045,309787
Toyota,Glanza,2022,133520,Diesel,Manual,3,1309,17.9,1499848,1135212
Mahindra,XUV300,2023,72748,Diesel,Automatic,1,1996,21.2,1313783,1078793
Tata,Nexon,2016,6191,Diesel,Automatic,3,1557,20.3,1739257,1501605
Honda,Amaze,2017,78996,Petrol,Manual,1,1027,24.7,1349782,865638
Mahindra,Scorpio,2015,38981,Diesel,Manual,1,1537,12.7,1038104,677072
Mahindra,XUV300,2023,52894,Diesel,Manual,3,2238,23.8,1792136,1636258
Honda,Amaze,2017,42920,Diesel,Manual,0,1046,17.0,557241,199505
Ford,Figo,2019,58778,Diesel,Manual,1,2184,19.1,557362,264858
Kia,Sonet,2023,60251,Diesel,Manual,0,941,23.6,1018872,817306
Toyota,Glanza,2018,123223,Petrol,Automatic,2,1021,14.3,1289399,733518
Tata,Nexon,2018,99880,Petrol,Automatic,1,1028,19.9,663547,259037
Toyota,Innova,2014,87279,Petrol,Manual,0,2251,19.4,1635152,1009759
Tata,Altroz,2020,79560,Petrol,Manual,3,2455,23.2,925457,605782
Hyundai,Venue,2012,90742,Diesel,Manual,0,1642,22.7,1271598,602770
Mahindra,XUV300,2017,74869,Diesel,Manual,0,1881,23.5,1943505,1506711
Honda,Amaze,2012,97413,Petrol,Manual,0,2025,16.4,1150088,306406
Mahindra,Scorpio,2023,113712,Diesel,Automatic,0,2263,23.5,1668064,1344622
Ford,Figo,2012,65579,Diesel,Manual,3,1808,12.0,1817713,1289730
Mahindra,XUV300,2016,127899,Diesel,Manual,2,1392,20.6,1653811,1032964
Mahindra,XUV300,2021,98994,Petrol,Manual,3,2421,12.1,1755697,1457833
Honda,City,2021,135141,Petrol,Manual,0,2293,21.4,641240,236022
Hyundai,Venue,2020,14622,Diesel,Manual,1,1585,21.2,1930088,1742159
Tata,Nexon,2020,41436,Diesel,Manual,2,2247,20.6,861486,643559
Mahindra,Scorpio,2016,135102,Petrol,Automatic,0,1820,13.7,798948,149880
Hyundai,Venue,2012,129713,Petrol,Manual,1,1754,16.2,1242694,395031
Maruti,Swift,2012,68066,Diesel,Automatic,2,2350,22.1,1154357,606840
Mahindra,Scorpio,2014,83903,Diesel,Manual,2,1067,14.3,601513,172061
Hyundai,i20,2019,112351,Diesel,Automatic,3,1571,18.0,1014017,652659
Mahindra,XUV300,2019,128425,Petrol,Manual,1,2418,23.0,1221250,722768
Honda,Amaze,2021,93814,Diesel,Automatic,0,1313,12.1,1105485,810153
Maruti,Baleno,2016,49138,Diesel,Manual,1,948,12.2,1672457,1249101
Ford,Figo,2020,104904,Petrol,Manual,0,1461,12.3,1335831,942083
Kia,Sonet,2014,101423,Petrol,Automatic,0,2478,20.3,1064075,563778
Toyota,Innova,2014,132040,Petrol,Manual,1,2108,20.8,1767869,959762
Tata,Nexon,2016,71801,Diesel,Automatic,1,968,24.7,1083215,650227
Tata,Nexon,2018,126569,Petrol,Manual,0,1922,16.6,1905138,1451177
Kia,Sonet,2015,72398,Diesel,Automatic,0,1610,20.4,600432,133626
Maruti,Swift,2013,7556,Diesel,Automatic,3,2398,21.3,1870181,1405501
Hyundai,i20,2021,146779,Petrol,Automatic,3,1701,16.0,1458543,1075661
Honda,Amaze,2022,38956,Diesel,Manual,3,1216,19.2,701452,541688
Maruti,Baleno,2015,112703,Petrol,Automatic,1,1756,18.2,1865932,1151966
Ford,Figo,2018,137817,Petrol,Automatic,3,1138,22.7,1980814,1390880
Hyundai,Venue,2017,95699,Diesel,Manual,0,2251,13.9,1693162,1168396
Toyota,Innova,2018,134274,Petrol,Automatic,3,1300,23.3,1341792,832892
Tata,Nexon,2014,75947,Diesel,Automatic,0,1068,12.7,1742284,1357861
Toyota,Innova,2017,18008,Petrol,Manual,1,2109,18.9,880925,607261
Maruti,Swift,2017,121611,Diesel,Manual,2,1442,18.7,1716804,1174174
Mahindra,Scorpio,2015,79596,Diesel,Manual,0,2391,24.5,1946910,1371148
Toyota,Innova,2013,54450,Diesel,Manual,1,1710,17.8,1028738,356414
Toyota,Innova,2023,52401,Diesel,Automatic,3,1734,20.5,1719794,1570052
Ford,Figo,2017,26247,Petrol,Automatic,2,1523,17.7,1642747,1271445
Tata,Altroz,2016,47739,Petrol,Manual,2,1049,24.0,829357,308908
Kia,Sonet,2012,128807,Diesel,Automatic,3,1041,23.7,514910,100000
Toyota,Innova,2020,90596,Petrol,Automatic,1,1888,20.2,742868,365121
Mahindra,XUV300,2023,62786,Diesel,Manual,3,1677,15.7,638138,462534
Kia,Sonet,2022,35106,Diesel,Automatic,1,1304,23.3,1686120,1483671
Ford,EcoSport,2016,73225,Petrol,Automatic,2,2459,23.6,611282,268848
Honda,City,2014,102162,Diesel,Manual,1,1330,12.9,1414132,821629
Honda,City,2017,30132,Diesel,Manual,0,1361,22.1,1494589,1148789
Maruti,Dzire,2016,63293,Diesel,Manual,0,2017,19.6,1953264,1588592
Tata,Altroz,2014,31159,Petrol,Manual,1,1175,19.9,885902,399578
Tata,Altroz,2015,108702,Diesel,Automatic,3,1542,16.1,1662822,1148078
Mahindra,XUV300,2016,71299,Petrol,Automatic,3,1583,19.1,1280831,742026
Toyota,Innova,2012,24603,Petrol,Automatic,0,1301,21.1,1471493,1144633
Kia,Seltos,2015,15561,Petrol,Manual,1,2243,19.6,1627199,1320097
Hyundai,Creta,2017,88945,Diesel,Automatic,1,1817,24.9,1275989,826283
Honda,Amaze,2017,118832,Diesel,Manual,0,1807,18.6,1834073,1218777
Mahindra,Scorpio,2020,95295,Diesel,Automatic,1,1457,12.9,1055062,638932
Ford,EcoSport,2015,30409,Petrol,Automatic,2,2314,15.0,1677121,1234053
Mahindra,XUV300,2022,98202,Diesel,Automatic,1,2188,22.7,1697219,1374365
Honda,City,2021,145858,Petrol,Automatic,2,2274,21.0,1726021,1347597
Honda,Amaze,2014,114270,Diesel,Manual,2,2303,15.1,1302107,853446
Kia,Seltos,2016,124929,Petrol,Automatic,0,1543,17.2,1693535,1087925
Toyota,Innova,2020,11383,Petrol,Automatic,1,1698,22.7,1281669,1116023
Kia,Sonet,2015,26825,Petrol,Automatic,2,1777,17.4,1508464,1057974
Kia,Sonet,2020,110695,Diesel,Manual,0,2484,22.3,923354,456269
Kia,Sonet,2012,76730,Petrol,Manual,0,2286,18.1,1035588,244868
Hyundai,Creta,2023,125080,Diesel,Manual,0,985,14.9,1679185,1346415
Honda,Amaze,2021,81719,Petrol,Manual,2,1548,23.4,1370373,1046031
Hyundai,Creta,2019,14214,Diesel,Manual,2,1866,19.5,622014,392928
Tata,Altroz,2020,45086,Petrol,Automatic,0,1398,16.6,784835,511798
Mahindra,Scorpio,2015,6626,Petrol,Automatic,3,2221,24.0,992447,609985
Tata,Nexon,2013,111366,Petrol,Automatic,1,1597,18.7,1881584,1125140
Honda,City,2015,137646,Diesel,Manual,0,1636,24.1,1815084,1056192
Kia,Seltos,2023,134575,Petrol,Manual,2,1399,14.4,980527,650763
Toyota,Glanza,2012,7119,Diesel,Automatic,1,1412,22.7,543239,100000
Ford,EcoSport,2022,23341,Diesel,Manual,0,1083,16.0,741754,561560
Hyundai,Creta,2023,83368,Diesel,Manual,0,1631,17.2,1551972,1310916
Ford,Figo,2023,100415,Diesel,Manual,2,828,20.9,1130936,842792
Mahindra,Scorpio,2020,74251,Petrol,Manual,2,1062,13.3,636917,312380
Hyundai,i20,2013,43472,Petrol,Automatic,0,1439,19.8,1911397,1416633
Tata,Altroz,2013,145058,Petrol,Automatic,0,1177,19.0,1636005,802289
Maruti,Dzire,2017,93304,Diesel,Manual,0,1605,15.2,718020,156524
Kia,Sonet,2021,136078,Diesel,Manual,2,2337,24.8,1703661,1293729
Toyota,Glanza,2012,77328,Diesel,Automatic,2,1004,24.0,1524788,1092725
Kia,Seltos,2018,127851,Diesel,Manual,0,2449,21.4,999595,469108
Hyundai,i20,2021,67178,Diesel,Manual,3,1104,24.9,922359,689747
Toyota,Glanza,2017,64332,Diesel,Manual,1,1008,22.6,1522828,1157076
Maruti,Baleno,2019,111555,Petrol,Automatic,0,1013,21.5,981858,499512
Hyundai,i20,2013,29738,Petrol,Automatic,1,2357,20.9,1601111,984931
Honda,Amaze,2012,19407,Diesel,Manual,0,1242,15.4,923691,412067
Hyundai,Creta,2022,79958,Diesel,Manual,0,1374,17.8,1040858,787390
Maruti,Dzire,2018,53368,Petrol,Manual,2,1247,14.9,1204605,936974
Toyota,Glanza,2014,7804,Diesel,Manual,2,1694,12.9,843274,383453
Maruti,Dzire,2023,56300,Diesel,Manual,1,1755,22.6,632005,454255
Maruti,Swift,2021,96682,Petrol,Automatic,3,1858,20.9,870691,574363
Mahindra,XUV300,2022,12684,Diesel,Automatic,1,2248,13.9,928775,760556
Kia,Seltos,2021,5814,Petrol,Automatic,1,975,19.7,709868,575980
Maruti,Dzire,2015,108785,Petrol,Automatic,1,2261,22.1,1566606,1052996
Honda,City,2022,71814,Diesel,Automatic,1,1251,15.7,868374,594630
Ford,Figo,2016,39426,Petrol,Manual,0,2267,12.1,794791,430936
Tata,Nexon,2016,35786,Diesel,Automatic,3,2292,19.5,1561125,1159010
Hyundai,Creta,2019,64907,Petrol,Manual,3,1228,24.8,1262662,945546
Ford,EcoSport,2016,39891,Petrol,Manual,0,2347,23.4,981398,571406
Mahindra,Scorpio,2017,146633,Petrol,Manual,1,1581,17.8,1294659,677649
Kia,Seltos,2013,21717,Diesel,Manual,2,1550,22.9,1771723,1407313
Maruti,Swift,2013,33219,Diesel,Manual,3,2214,22.9,1408969,807835
Honda,City,2015,122789,Petrol,Manual,2,976,18.1,669876,100000
Honda,City,2017,117523,Petrol,Automatic,2,2101,21.1,675495,245937
Tata,Nexon,2018,13491,Petrol,Manual,1,1781,23.5,1252616,893463
Toyota,Glanza,2014,111237,Diesel,Manual,2,1487,13.0,1500017,751369
Tata,Altroz,2015,116384,Petrol,Automatic,0,2486,14.9,1975823,1470135
Maruti,Dzire,2015,111267,Petrol,Manual,1,2205,19.7,1016226,304582
Hyundai,Creta,2012,126969,Petrol,Manual,1,920,12.6,614850,100000
Honda,Amaze,2019,90267,Diesel,Manual,2,1848,14.2,973405,635335
Hyundai,i20,2020,104271,Diesel,Automatic,2,2498,19.9,1899187,1579985
Hyundai,i20,2018,112622,Diesel,Automatic,0,2383,22.2,1579010,1077028
Hyundai,i20,2018,64229,Petrol,Manual,3,1792,15.5,1422423,971699
Hyundai,i20,2021,101128,Petrol,Automatic,0,849,17.7,1434099,1034419
Toyota,Glanza,2018,78019,Petrol,Automatic,0,1670,18.4,1694120,1262891
Hyundai,i20,2016,53511,Petrol,Automatic,0,1061,22.3,585197,257450
Kia,Seltos,2015,87522,Petrol,Automatic,3,1585,23.1,575531,100000
Honda,Amaze,2018,138246,Diesel,Manual,0,1588,22.5,1518080,934155
Mahindra,Scorpio,2013,115801,Petrol,Automatic,3,1270,19.2,1622581,958259
Mahindra,Scorpio,2017,49369,Diesel,Automatic,2,2491,15.4,1460964,1194858
Hyundai,Creta,2022,108569,Petrol,Automatic,0,1247,16.9,744381,440693
Tata,Altroz,2018,20315,Petrol,Automatic,1,1136,17.3,1530079,1161464
Honda,City,2021,130784,Petrol,Manual,1,1057,24.7,509341,100969
Honda,City,2018,116903,Petrol,Automatic,2,915,24.1,1159735,678843
Mahindra,Scorpio,2022,116730,Diesel,Manual,3,1284,22.4,1182280,828010
Maruti,Dzire,2014,48525,Petrol,Automatic,2,2308,12.3,644634,100000
Toyota,Innova,2012,93231,Petrol,Automatic,2,2428,15.4,1502988,1019060
Maruti,Swift,2012,125920,Petrol,Automatic,3,1421,14.3,845942,100000
Ford,EcoSport,2022,50076,Diesel,Automatic,3,962,13.1,1537159,1303657
Maruti,Swift,2021,129162,Petrol,Manual,1,1523,22.3,1120911,666467
Tata,Nexon,2021,113135,Petrol,Manual,1,802,22.7,1776920,1386394
Mahindra,Scorpio,2020,32193,Petrol,Automatic,1,1513,17.1,1669199,1474378
Kia,Sonet,2013,58499,Diesel,Automatic,0,1461,24.3,1142079,649553
Kia,Sonet,2012,137335,Diesel,Manual,1,1440,24.4,835956,217605
Ford,Figo,2022,35998,Diesel,Manual,2,1759,15.1,1517004,1317133
Maruti,Dzire,2018,133427,Petrol,Manual,0,2122,16.5,1729197,1218155
Mahindra,Scorpio,2019,145697,Petrol,Manual,0,2172,14.3,1174120,645456
Toyota,Glanza,2013,123583,Diesel,Automatic,0,1948,23.3,1487089,813047
Maruti,Baleno,2021,60285,Petrol,Manual,2,1614,16.9,1153691,857649
Ford,Figo,2021,148485,Petrol,Automatic,0,1578,21.2,1562358,1073908
Tata,Altroz,2014,106594,Petrol,Manual,1,2062,21.3,1285129,658638
Kia,Seltos,2020,44017,Diesel,Automatic,2,2069,17.3,1041236,786307
Ford,Figo,2020,22189,Petrol,Manual,3,1107,15.0,901067,624774
Toyota,Innova,2022,123648,Petrol,Automatic,2,1083,16.9,1344520,1028824
Hyundai,Creta,2015,37639,Diesel,Manual,1,865,12.4,1141900,591222
Kia,Sonet,2017,127624,Diesel,Automatic,1,2078,23.3,1483744,1055712
Ford,EcoSport,2023,52868,Petrol,Manual,3,1816,20.7,1330125,1140435
Maruti,Swift,2023,142296,Diesel,Automatic,1,2359,15.2,1175970,811832
Maruti,Baleno,2012,141642,Petrol,Automatic,0,2398,19.1,1719230,821059
Kia,Seltos,2012,45549,Diesel,Manual,0,1836,23.2,1649303,1230306
Honda,Amaze,2016,35195,Petrol,Automatic,2,1071,24.7,1627279,1112253
Ford,EcoSport,2017,127384,Petrol,Automatic,3,879,14.4,1719680,1291440
Maruti,Dzire,2021,74030,Diesel,Automatic,0,2430,18.9,1619612,1300532
Tata,Nexon,2023,141903,Petrol,Automatic,1,2167,17.9,976472,632498
Toyota,Glanza,2017,81832,Petrol,Automatic,0,2096,15.2,1720913,1228577
Maruti,Baleno,2017,137772,Diesel,Manual,3,1301,15.9,1115711,610087
Toyota,Innova,2014,17180,Petrol,Manual,3,1898,24.1,1332757,1029744
Tata,Altroz,2013,142374,Petrol,Automatic,2,1796,21.5,1057199,413723
Kia,Sonet,2015,42245,Petrol,Manual,3,1395,12.4,1777990,1215640
Ford,EcoSport,2013,145371,Petrol,Manual,1,1175,12.7,1076940,333630
Hyundai,Venue,2021,32773,Diesel,Manual,2,1034,13.5,1539210,1347296
Maruti,Baleno,2014,37320,Diesel,Automatic,1,1411,15.6,1223114,659766
Mahindra,Scorpio,2021,127436,Petrol,Automatic,1,2324,14.6,829478,377494
Honda,Amaze,2018,45866,Diesel,Manual,3,915,15.4,1997658,1614992
Kia,Sonet,2018,129522,Petrol,Automatic,3,1266,23.5,812257,322325
Maruti,Swift,2023,94127,Petrol,Manual,0,1440,13.5,1986453,1702743
Honda,City,2018,26692,Diesel,Manual,2,1009,24.0,780810,479794
Honda,City,2012,111440,Petrol,Automatic,1,2249,21.7,1139957,625604
Maruti,Dzire,2019,77000,Petrol,Manual,1,1101,14.2,966488,573946
Tata,Altroz,2016,45594,Diesel,Automatic,0,2415,17.1,1023877,712270
Honda,City,2016,54105,Petrol,Automatic,3,1655,19.3,1933219,1604266
Toyota,Innova,2017,118944,Petrol,Manual,3,2462,15.4,1597289,1168041
Hyundai,Venue,2014,129666,Petrol,Manual,2,1796,13.1,1623829,955286
Maruti,Baleno,2021,44585,Diesel,Manual,1,2122,20.1,929960,716430
Ford,EcoSport,2021,104844,Petrol,Automatic,0,1046,16.4,672486,300482
Kia,Sonet,2013,21097,Petrol,Manual,1,1959,18.8,1702151,1139901
Kia,Sonet,2022,58247,Petrol,Automatic,3,1576,20.6,1778847,1556135
Tata,Nexon,2022,32457,Diesel,Automatic,3,2252,13.3,1487405,1304447
Toyota,Glanza,2017,106665,Diesel,Manual,2,952,12.4,1394281,845511
Hyundai,Creta,2016,61965,Diesel,Manual,1,824,17.8,1634680,1125658
Tata,Nexon,2017,55266,Petrol,Automatic,1,1619,16.2,1385928,945532
Hyundai,Creta,2022,124665,Petrol,Automatic,1,1909,15.7,862044,498609
Mahindra,Scorpio,2016,56646,Petrol,Manual,2,2261,12.4,1252844,690983
Mahindra,Scorpio,2013,108157,Diesel,Automatic,2,1730,16.4,1248129,552919
Ford,EcoSport,2023,129470,Petrol,Manual,0,1784,22.0,1722364,1417816
Tata,Nexon,2016,99174,Diesel,Manual,0,859,20.6,1601348,1031795
Toyota,Innova,2016,86846,Diesel,Manual,0,1558,18.7,1388621,827542
Maruti,Baleno,2012,60367,Diesel,Automatic,1,2004,21.5,899830,238582
Tata,Nexon,2016,115997,Petrol,Automatic,2,906,24.2,1706332,1158186
Maruti,Dzire,2015,142180,Diesel,Automatic,0,2197,17.8,981781,264691
Toyota,Innova,2022,91458,Diesel,Manual,0,902,22.7,1971325,1700182
Maruti,Swift,2020,83368,Petrol,Automatic,0,2118,24.1,1606065,1328789
Kia,Seltos,2014,107851,Diesel,Automatic,1,1966,12.3,1214380,775565
Maruti,Baleno,2018,82475,Diesel,Manual,0,2214,24.7,949990,607359
Kia,Sonet,2015,15332,Petrol,Manual,3,1263,19.7,1231095,765201
Maruti,Dzire,2019,94215,Diesel,Manual,2,840,23.0,1267111,936937
Tata,Nexon,2015,18400,Petrol,Automatic,2,2034,13.2,1557078,1124308
Toyota,Glanza,2017,143502,Diesel,Automatic,1,1681,24.5,1451658,818358
Toyota,Innova,2020,46574,Petrol,Manual,1,1779,16.3,787769,566306
Mahindra,Scorpio,2021,16831,Petrol,Automatic,0,1511,15.0,1842867,1686981
Kia,Sonet,2019,55282,Diesel,Manual,1,985,19.0,1255498,897176
Kia,Sonet,2017,32580,Petrol,Manual,3,896,17.5,583955,163851
Maruti,Baleno,2013,142010,Diesel,Manual,3,1789,17.8,938977,318357
Honda,City,2023,18176,Petrol,Automatic,3,1870,17.7,1993354,1909040
Kia,Seltos,2018,130447,Petrol,Automatic,1,2260,15.4,528088,100000
Maruti,Baleno,2016,81105,Diesel,Automatic,3,891,15.7,542564,116276
Tata,Altroz,2013,130240,Petrol,Manual,2,2162,24.3,1790986,1220222
Toyota,Innova,2014,38297,Petrol,Automatic,2,1369,23.2,1964042,1480514
Hyundai,Venue,2017,26903,Petrol,Manual,1,849,15.4,1236571,804349
Toyota,Innova,2022,129771,Petrol,Automatic,3,2450,23.4,951363,579858
Honda,City,2022,45672,Diesel,Automatic,0,1662,13.4,586010,369587
Tata,Nexon,2018,112204,Petrol,Manual,3,2383,12.6,587509,206133
Toyota,Innova,2016,75926,Petrol,Automatic,3,1209,14.2,1454330,999106
Ford,Figo,2022,94234,Diesel,Automatic,3,2044,23.9,614613,297880
Maruti,Dzire,2022,120971,Petrol,Automatic,2,1735,15.5,1156255,817113
Maruti,Swift,2014,110593,Diesel,Automatic,2,1215,24.0,1025829,578967
Tata,Nexon,2012,121123,Diesel,Automatic,2,2322,16.9,1739573,1062048
Ford,EcoSport,2019,53594,Diesel,Manual,3,1563,21.6,1733393,1394707
Kia,Sonet,2021,80552,Petrol,Automatic,1,2484,23.9,1708541,1380969
Maruti,Baleno,2018,102489,Petrol,Automatic,3,2040,21.5,777180,400359
Mahindra,XUV300,2014,105485,Petrol,Manual,3,2326,16.0,1828904,1104641
Honda,City,2018,54124,Petrol,Automatic,0,1657,24.5,1877601,1512775
Mahindra,XUV300,2018,89551,Diesel,Manual,0,1867,19.0,1005679,626349
Kia,Seltos,2019,60831,Diesel,Automatic,3,1981,23.4,877416,623958
Maruti,Baleno,2014,21362,Petrol,Automatic,0,1999,24.9,1725747,1136895
Tata,Altroz,2023,78859,Diesel,Automatic,2,2286,24.7,1319267,1080485
Ford,Figo,2015,109013,Petrol,Automatic,1,2253,18.4,529552,100000
Mahindra,Scorpio,2015,111543,Diesel,Manual,1,1636,13.0,1804516,1281910
Maruti,Baleno,2021,111822,Petrol,Manual,2,1227,24.2,1618644,1312124
Kia,Sonet,2013,98473,Petrol,Manual,2,1447,22.1,859314,271420
Honda,Amaze,2016,28298,Diesel,Automatic,0,1391,14.4,710869,354447
Hyundai,Creta,2012,117676,Diesel,Manual,2,954,22.7,899518,282317
Toyota,Innova,2022,34829,Petrol,Automatic,2,2376,17.6,1948496,1782841
Maruti,Baleno,2015,145653,Petrol,Automatic,0,846,18.9,1053775,282419
Kia,Sonet,2015,22249,Diesel,Automatic,3,815,19.2,916738,392680
Mahindra,Scorpio,2020,100270,Diesel,Automatic,1,1443,13.2,841268,491313
Toyota,Innova,2012,105203,Petrol,Manual,2,1289,19.2,639244,100000
Toyota,Glanza,2012,120740,Petrol,Automatic,2,1752,23.7,1448969,834467
Hyundai,Creta,2022,98851,Petrol,Manual,1,2149,24.9,672238,347243
Honda,City,2019,148408,Diesel,Automatic,2,1338,19.6,1539775,943469
Maruti,Baleno,2023,72120,Petrol,Manual,1,1809,18.5,691768,487374
Toyota,Glanza,2018,111466,Petrol,Automatic,0,1578,23.8,1094380,668182
Tata,Altroz,2017,35957,Petrol,Manual,1,2135,20.5,899453,553483
Tata,Nexon,2014,117914,Petrol,Automatic,1,1031,18.4,1725569,1263031
Kia,Sonet,2012,67581,Diesel,Automatic,1,1323,15.7,781252,244702
Mahindra,Scorpio,2019,100950,Petrol,Automatic,3,2099,23.2,817030,415354
Ford,Figo,2020,69295,Petrol,Manual,2,1931,23.8,568941,198066
Hyundai,i20,2015,18699,Diesel,Manual,1,1554,12.7,1435923,911775
Hyundai,i20,2015,80983,Diesel,Manual,0,1013,18.7,1936137,1394161
Toyota,Glanza,2018,110264,Diesel,Manual,1,2408,16.8,767860,394515
Maruti,Baleno,2015,96538,Petrol,Automatic,3,1362,17.0,1655435,1225279
Maruti,Swift,2023,95714,Petrol,Automatic,1,1661,18.6,1639122,1373810
Tata,Altroz,2021,148765,Petrol,Automatic,2,1659,15.0,1148333,730767
Ford,EcoSport,2012,149388,Diesel,Manual,3,1466,22.0,1629536,1062440
Toyota,Glanza,2022,136108,Petrol,Automatic,3,2362,21.2,1227792,861652
Kia,Sonet,2015,118061,Diesel,Manual,0,965,23.3,1083140,360188
Maruti,Dzire,2014,64440,Diesel,Automatic,0,1395,13.4,1100967,730043
Ford,Figo,2013,32329,Diesel,Automatic,3,2392,15.0,1726317,1091143
Honda,City,2018,35962,Petrol,Automatic,3,993,12.2,1143868,867383
Honda,City,2021,20775,Petrol,Manual,2,2171,20.7,1252427,1013081
Tata,Altroz,2017,54473,Petrol,Automatic,0,1396,13.2,1782256,1309886
Maruti,Dzire,2016,93543,Diesel,Manual,1,2022,22.9,1650428,1196096
Honda,Amaze,2016,78705,Diesel,Manual,0,940,12.4,995677,494683
Kia,Seltos,2023,87724,Petrol,Automatic,1,2128,24.1,1844202,1617602
Kia,Seltos,2013,148485,Petrol,Manual,2,1399,16.3,1144068,489546
Hyundai,Venue,2023,129373,Petrol,Manual,2,2280,13.4,764514,460512
Mahindra,XUV300,2017,7865,Petrol,Automatic,0,2498,22.7,757116,516618
Tata,Nexon,2013,18656,Petrol,Manual,1,1133,13.1,1643245,1026033
Kia,Sonet,2013,141610,Petrol,Manual,2,922,12.6,761235,100000
Ford,EcoSport,2016,146210,Diesel,Manual,1,2132,21.0,1044689,422770
Mahindra,XUV300,2017,72903,Petrol,Manual,2,1743,24.9,1089508,587870
Tata,Nexon,2022,145685,Petrol,Automatic,0,2469,16.4,1496437,1118679
Hyundai,i20,2020,67513,Petrol,Manual,2,2397,22.0,1446543,1176712
Ford,EcoSport,2015,44529,Diesel,Automatic,1,2261,23.2,1895497,1573909
Toyota,Glanza,2012,39100,Petrol,Manual,3,2171,18.4,817103,442750
Maruti,Swift,2012,55239,Petrol,Automatic,1,2089,16.2,1463237,749442
Toyota,Glanza,2013,148687,Diesel,Automatic,1,1359,22.9,934794,222532
Maruti,Baleno,2022,119624,Diesel,Manual,3,2420,19.0,1548703,1187436
Toyota,Glanza,2023,102941,Diesel,Manual,2,2312,14.1,861608,599004
Toyota,Innova,2022,23046,Diesel,Automatic,0,2437,24.7,1579234,1400155
Mahindra,XUV300,2013,61443,Petrol,Automatic,2,1767,22.2,1986804,1521666
